"","rid","pid","GNIS_NA","HUC6","STATE","OBSPRED","TAILWAT","ELEV","CANOPY","SLOPE","PRECIP","CUMDRAI","Y_COORD","NLCD11P","BFI","temp","S30_204","S32_208","RepeatID","Yrange","size","F_BFI_H","barrier","length","numSpE","rchChng","NativNt","pNat","pComm","prsGlcE","prsGlcL","pisc","nClnzSp","FHMN","LNDC","CRCH","PKF","SDSH","LNSU","WSU","EB","CMSH","STR","JDT","BRSB","SMB","GSUN","CARP","YP","LL","PTMN","RB","LMB","MWF","NRBDC","LKCH","BRMN","IOWA","BLBH","NP","WSMN","PLMN","SCAT","SHRH","NPDC","WHCR","RKB","GSH","FHCH","SGR","WE","RCSU","PUMP","CCAT","RMCOT","PLSU","WS_PLMN","GE","ONC","SPSH","SPDC","MTSU","RMCT","RSSH","COLCOT","EMSH","HYBOG","BMSH","BHSU","FMSU","FMxWSU","DRUM","SMBUF","BMBUF","ODT","BLCR","FSDC","HHCH","GDF","BG","RDSH","GAM","GZS","TGT","YLBH","STCH","GILA","LING","QBK","SPK","LSCH","WCT","RTCH","SSTRG","LWF","WBS","SFCH","PSTRG","BSU","CIS","PF","GR","SMMN","BHxWSU","KOK","LT","snapdst","PU","rGlac","rPeri","rPela","rMont","ratio","snapdist","upDist","afvArea","locID","netID","netgeom","MOTCOT","pelagics_all","Turnover","geometry"
"117",3063,117,"Little Sandy Creek","140401","Wyoming",247516,0,2108.38,0.5,0.00091743,257.83,304.14,1366560,0.289407,56,16.69,17.74,18.53,373,22,7.51985213,0.31784945,1,27.238,8,-2,-2,0.5,0.625,0.5,0.5,0,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021216736889565,"GREEN",0.5,0.5,NA,0.001,0.0397982354080196,0,395484.333860551,0.0496454917149294,117,9,"SNETWORK (9 3063 395484.333860551 0.0397982354080196 117 117)",0,NA,0.444444444444444,c(-1080626.68875205, 2225097.61674469)
"118",3102,118,"Bitter Creek","1.404","Wyoming",231936,0,1878.93,5.95,0.0017531,215.98,5710.69,1274682,0.031047,54,18.21,19.29,20.12,54,17,75.93469998,0.71979725,0,65.854,5,0,0,0.999,0.8,0.999,0.999,0,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00822972713135,"GREEN",0.999,0.999,NA,NA,0.0464071423264947,0,215526.192582642,0.151515508967264,118,9,"SNETWORK (9 3102 215526.192582642 0.0464071423264947 118 118)",0,NA,0.333333333333333,c(-1104140.71298974, 2135471.63219672)
"119",3110,119,"Bitter Creek","1.404","Wyoming",232279,0,1886.4,0,0.00123414,230.89,5680.05,1277266,0.031214,52,18.37,19.47,20.29,53,45,75.54740451,0.71966402,0,65.854,4,-1,-2,0.001,0.001,0.001,0.001,0,3,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04181472285891,"GREEN",0.001,0.5,NA,NA,0.397802913994022,0,224231.689644944,0.151515508967264,119,9,"SNETWORK (9 3110 224231.689644944 0.397802913994022 119 119)",0,NA,0.999,c(-1099594.66184072, 2137298.08305306)
"120",3116,120,"Little Bitter Creek","140401","Wyoming",229971,0,1951.89,7.53,0.00620752,239.15,310.27,1269541,0,51,17.83,18.91,19.72,370,32,3.74963439,0.68854698,0,62.237,3,-3,-2,0.001,0.001,0.001,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041210706276114,"GREEN",0.001,NA,NA,NA,0.394296347167976,0,244495.04314405,0.0102956307834305,120,9,"SNETWORK (9 3116 244495.04314405 0.394296347167976 120 120)",0,NA,0.999,c(-1096283.81543296, 2129036.05555532)
"121",3175,121,"Bitter Creek","140401","Wyoming",227414,0,2096.5,0,0.0023558,189.8,403.86,1268432,0,54,15.66,16.69,17.46,343,22,4.77214399,0.71723991,1,96.03,3,-1,-1,0.666666666666667,0.666666666666667,0.999,0.001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049161894280657,"GREEN",0.999,0.001,NA,NA,0.323328390424723,0,362422.53728871,0.0940837809839399,121,9,"SNETWORK (9 3175 362422.53728871 0.323328390424723 121 121)",0,NA,0.333333333333333,c(-1027404.72375438, 2113689.65504938)
"122",3189,122,"Gap Creek","140401","Wyoming",223975,0,2163.11,1.93,0.00728387,310.33,98.13,1240663.09,0.005503,56,16.47,17.51,18.3,392,32,1.65999605,0.60411637,0,27.356,2,-1,-1,0.5,0.5,0.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03356875784903,"GREEN",0.5,NA,NA,NA,0.823430481799405,0,349820.173374999,0.0471360971998931,122,9,"SNETWORK (9 3189 349820.173374999 0.823430481799405 122 122)",0,NA,0.5,c(-1082617.90330494, 2096238.73786117)
"123",3197,123,"Sage Creek","140401","Wyoming",225377,0,2068.87,6.22,0.00768163,275.5,158.27,1245227,0,56,16.72,17.77,18.57,389,26,2.46151557,0.66405403,0,49.542,2,-1,-1,0.5,0.5,0.5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049970388114337,"GREEN",0.999,NA,NA,NA,0.773717826815869,0,197366.37663137,0.00861679324336975,123,9,"SNETWORK (9 3197 197366.37663137 0.773717826815869 123 123)",0,NA,0.5,c(-1097004.8335, 2103860.76420001)
"124",3232,124,"Henrys Fork","1.404","Wyoming",222890,0,2079.78,9.05,0.00712065,280.36,952.14,1219612,0.346241,62,15.88,16.91,17.69,154,49,151.5130468,0.26295184,1,33.992,5,2,1,0.999,0.8,0.999,0.999,0,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029883695824967,"GREEN",0.999,0.999,NA,0.999,0.657006224548974,0,166414.568672756,0.0390525785169506,124,9,"SNETWORK (9 3232 166414.568672756 0.657006224548974 124 124)",1,NA,0.5,c(-1158746.41193192, 2089915.17978323)
"125",3339,125,"Blacks Fork","1.404","Wyoming",230635,0,1851.13,1.83,0.00158286,204.42,8315.27,1264223,0.306618,61,19.27,20.38,21.23,58,15,332.8701537,0.32309912,0,36.541,10,-2,-2,0.4,0.5,0.5,0.333333333333333,0,3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018429791763724,"GREEN",0.5,0.5,NA,NA,0.682183121048028,0,198667.351127703,0.248976647915153,125,9,"SNETWORK (9 3339 198667.351127703 0.682183121048028 125 125)",0,NA,0.615384615384615,c(-1125513.60369331, 2129147.81881789)
"126",3356,126,"Blacks Fork","1.404","Wyoming",231790,0,1859.13,0,1e-05,205.12,8074.83,1268940,0.29836,59,19.49,20.61,21.46,57,15,329.7635089,0.32009748,1,143.39,11,-2,-2,0.6,0.727272727272727,0.999,0.333333333333333,0,1,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02110945040474,"GREEN",0.999,0.333333333333333,NA,NA,0.796325934717795,0,214353.246091553,0.248976647915153,126,9,"SNETWORK (9 3356 214353.246091553 0.796325934717795 126 126)",0,NA,0.333333333333333,c(-1128801.16418913, 2134664.90517377)
"127",3362,127,"Blacks Fork","1.404","Wyoming",232878,0,1868.36,1.24,0.00093784,206.16,7752.06,1273748,0.304746,57,19.73,20.85,21.71,59,71,325.7016299,0.3161263,1,143.39,3,3,0,0.333333333333333,0.333333333333333,0.5,0.001,0,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00666771906519,"GREEN",0.666666666666667,0.5,NA,0.001,0.226721639638026,0,224546.826146452,0.248976647915153,127,9,"SNETWORK (9 3362 224546.826146452 0.226721639638026 127 127)",0,NA,0.875,c(-1129932.28354288, 2139883.03260346)
"128",3375,128,"Blacks Fork","1.404","Wyoming",235092,0,1881.92,0,0.00121999,208.18,7616.93,1283328,0.27441,58,19.24,20.35,21.19,84,15,323.9176324,0.31427698,1,143.39,11,-3,0,0.999,0.636363636363636,0.999,0.999,0,1,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.019786160907028,"GREEN",0.999,0.999,NA,NA,0.261547237111444,0,243675.534159393,0.248976647915153,128,9,"SNETWORK (9 3375 243675.534159393 0.261547237111444 128 128)",0,NA,0.416666666666667,c(-1133482.2376857, 2150562.80739578)
"129",3379,129,"Blacks Fork","1.404","Wyoming",234977,0,1894.12,0,0.00079879,210.06,7171.47,1283165,0.220323,58,18.9,20.01,20.84,86,15,318.7852163,0.31004915,1,143.39,10,-6,-1,0.333333333333333,0.2,0.001,0.999,0,2,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.003206217210062,"GREEN",0.001,0.999,NA,NA,0.286239146454336,0,263460.423206668,0.248976647915153,129,9,"SNETWORK (9 3379 263460.423206668 0.286239146454336 129 129)",0,NA,0.833333333333333,c(-1144094.9411938, 2152430.60564186)
"130",3382,130,"Blacks Fork","1.404","Wyoming",234589,0,1903.02,0.5,0.00133922,212.57,7072.93,1280461,0.219422,62,18.5,19.6,20.42,81,85,317.7722965,0.30922264,1,143.39,4,4,0,0.75,0.75,0.999,0.666666666666667,0,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009622905907091,"GREEN",0.999,0.666666666666667,NA,NA,0.383598626123625,0,274370.787073567,0.248976647915153,130,9,"SNETWORK (9 3382 274370.787073567 0.383598626123625 130 130)",0,NA,0.666666666666667,c(-1150310.41356012, 2150642.35304936)
"131",3384,131,"Hams Fork","1.404","Wyoming",235356,0,1908.74,15.92,0.0009331,213.67,1610.23,1279208,0.379624,62,19.01,20.12,20.96,144,33,56.03358963,0.25697128,0,12.821,9,-1,-2,0.5,0.555555555555556,0.5,0.5,0,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012304850624415,"GREEN",0.666666666666667,0.5,NA,0.001,0.188671659476243,0,280075.551339014,0.0568473554592988,131,9,"SNETWORK (9 3384 280075.551339014 0.188671659476243 131 131)",0,NA,0.583333333333333,c(-1152798.70238647, 2149936.64868621)
"132",3384,132,"Hams Fork","1.404","Wyoming",235357,0,1908.97,0,0.0009331,213.67,1610.23,1278903,0.379624,62,19.4,20.52,21.37,143,33,56.03358963,0.25697128,0,12.821,3,7,1,0.666666666666667,0.666666666666667,NA,0.666666666666667,1,8,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045401407962461,"GREEN",0.999,0.666666666666667,NA,NA,0.0123579104836046,0,279261.096606512,0.0568473554592988,132,9,"SNETWORK (9 3384 279261.096606512 0.0123579104836046 132 132)",0,NA,0.818181818181818,c(-1152457.52021818, 2149580.55023832)
"133",3387,133,"Hams Fork","1.404","Wyoming",235349,0,1918.15,15.66,0.00141463,214.6,1605.08,1281741,0.38084,62,18.96,20.07,20.9,153,15,55.98297679,0.25678129,0,12.821,7,4,3,0.999,0.857142857142857,NA,0.999,1,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000918070525958,"GREEN",0.999,0.999,NA,NA,0.878316126970537,2.3283064365387e-10,287068.178376244,0.0568473554592988,133,9,"SNETWORK (9 3387 287068.178376244 0.878316126970537 133 133)",0,NA,0.5,c(-1155459.24869478, 2153066.535543)
"134",3398,134,"Hams Fork","1.404","Wyoming",239223,0,2010.68,15.88,0.002109,231.33,1189.64,1299236,0.506346,63,18.51,19.6,20.43,145,44,50.08609559,0.22926143,1,8.409,3,4,-1,0.666666666666667,0.666666666666667,0.999,0.5,0,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032944408375861,"GREEN",0.999,0.5,NA,NA,0.700334612325771,0,350813.773319412,0.0568473554592988,134,9,"SNETWORK (9 3398 350813.773319412 0.700334612325771 134 134)",0,NA,0.75,c(-1173564.23913347, 2174774.3858998)
"135",3401,135,"Hams Fork","1.404","Wyoming",239244,0,2023.63,25.13,0.00140222,239.49,1166.69,1297221,0.516308,63,18.3,19.39,20.22,146,52,49.71092166,0.22743058,1,20.954,6,1,-2,0.6,0.666666666666667,0.5,0.999,0,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052086909164564,"GREEN",0.666666666666667,0.5,NA,0.001,0.288144775194691,0,359851.838018485,0.0568473554592988,135,9,"SNETWORK (9 3401 359851.838018485 0.288144775194691 135 135)",0,NA,0.555555555555556,c(-1177321.1745, 2173604.59449999)
"136",3406,136,"Hams Fork","1.404","Wyoming",239159,0,2083.31,30.28,0.00170436,269.8,1036.12,1293718,0.579893,63,17.99,19.07,19.89,142,33,46.88175589,0.21143757,1,47.915,9,0,-3,0.5,0.666666666666667,0.75,0.001,1,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013837637787829,"GREEN",0.666666666666667,0.333333333333333,NA,0.001,0.606921168720065,0,400473.888527133,0.0568473554592988,136,9,"SNETWORK (9 3406 400473.888527133 0.606921168720065 136 136)",0,NA,0.5,c(-1194896.20731343, 2173478.09906151)
"137",3409,137,"Willow Creek","1.404","Wyoming",241254,0,2118.34,6.54,0.00671552,306.36,168.61,1304576,0.018148,65,16.17,17.21,17.99,25,10,3.83647115,0.62373842,1,47.915,8,-2,-2,0.5,0.625,0.666666666666667,0.001,1,1,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005161588312983,"GREEN",0.666666666666667,NA,NA,0.5,0.0637192537339805,0,416078.544699987,0.0568473554592988,137,9,"SNETWORK (9 3409 416078.544699987 0.0637192537339805 137 137)",1,NA,0.444444444444444,c(-1193572.32305843, 2184195.66718757)
"138",3410,138,"Blacks Fork","1.404","Wyoming",234469,0,1908.75,0,1e-05,213.44,5442.14,1278285,0.172024,62,17.6,18.67,19.48,77,15,261.5403078,0.32357136,1,143.39,8,0,1,0.999,0.875,0.999,0.999,0,1,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000280567665983,"GREEN",0.999,0.999,NA,NA,0.525170107356673,0,280579.735530416,0.192129292455854,138,9,"SNETWORK (9 3410 280579.735530416 0.525170107356673 138 138)",0,NA,0.222222222222222,c(-1153034.00079419, 2148838.90415913)
"139",3414,139,"Blacks Fork","1.404","Wyoming",235136,0,1912.9,0,0.00112856,215.03,5250.23,1279362,0.176906,62,17.4,18.47,19.28,83,15,259.43495,0.32118171,1,143.39,10,0,0,0.999,0.9,0.999,0.999,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030803596713365,"GREEN",0.999,0.999,NA,NA,0.804985368747042,0,291523.275750368,0.192129292455854,139,9,"SNETWORK (9 3414 291523.275750368 0.804985368747042 139 139)",0,NA,0.181818181818182,c(-1159979.93096523, 2151566.62621465)
"140",3418,140,"Blacks Fork","1.404","Wyoming",234981,0,1919.65,0,1e-05,212.33,4839.15,1278414,0.190484,61,17.26,18.33,19.13,85,16,252.5468221,0.31288682,1,143.39,5,-1,0,0.5,0.2,0.001,0.999,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039419653303185,"GREEN",0.5,0.999,NA,NA,0.822178546512484,0,298763.460407444,0.192129292455854,140,9,"SNETWORK (9 3418 298763.460407444 0.822178546512484 140 140)",0,NA,0.875,c(-1163829.03331013, 2151170.88577276)
"141",3422,141,"Blacks Fork","1.404","Wyoming",234749,0,1921,0,0.00073558,214.52,4802.46,1276103,0.190309,61,17.11,18.17,18.97,76,15,252.1018856,0.31242516,1,143.39,4,5,2,0.999,0.999,0.999,0.999,0,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036819359060232,"GREEN",0.999,0.999,NA,NA,0.374702672155851,0,307761.819831052,0.192129292455854,141,9,"SNETWORK (9 3422 307761.819831052 0.374702672155851 141 141)",0,NA,0.555555555555556,c(-1169694.95559056, 2150158.32228056)
