"","GNIS_NAME.x","Month.x","Gear.x","Database.x","Party.x","RepeatID","F_MAUG_HIS.x","GNIS_NAME.y","Month.y","Gear.y","Database.y","Party.y","F_MAUG_HIS.y"
"371","Chall Creek",9,"0","WGFD(Gelwicks)","Gelwicks",73,1.67344208,"Chall Creek",9,"0 | 0 | 0 | 0 | 0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | 0 | 0 | 0 | 0 | 0 | Gelwicks | Gelwicks",0.76062669
"372","Cache la Poudre River",0,"E","Kirk 2020","USGS DGR",71,366.4711475,"Cache la Poudre River",0,"E","Kirk 2020","USGS DGR",366.4711475
"373","Big Sandy River",8,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",70,72.06130638,"Big Sandy River",9,"| | | | 0","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): J. D. Walrath, J. A. Wassen II, J. A. Dugan, H. J. Kusy | Collector(s): J. D. Walrath, J. A. Wassen II, J. A. Dugan, H. J. Kusy | Collector(s): J. D. Walrath, J. A. Wassen II, J. A. Dugan, H. J. Kusy | Collector(s): J. D. Walrath, J. A. Was",72.06130638
"374","Big Spring Creek",7,"0 | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne",67,19.40034127,"Big Spring Creek",8,"0 | Drift Boat - Mobile anode | 0","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Derrick Miller, Clint Smith, and Casey Jensen | Unknown",19.68414998
"375","Belle Fourche River",9,"0 | | | | | | | | | |","Global Biodiversity Information Facility University of Michigan Museum of Zoology, Division of Fishes | Global Biodiversity Information Facility CAS Ichthyology (ICH) | Global Biodiversity Information Facility CAS Ichthyology (ICH) | Global Biodiversity","GS Myers & WA Gosline | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.;",65,116.8728178,"Belle Fourche River",8,"NA | NA | NA | NA | NA","Wyoming Game & Fish Dept","SF | SF | SF | SF | SF",119.8203217
"376","Belle Fourche River",10,"| | | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller",64,137.8940722,"Belle Fourche River",8,"Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" me","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy, M. N. Joki | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy, M. N. Joki | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy, M. N. Joki | Collector(s): Gor",137.8940722
"377","Belle Fourche River",10,"| | | | | | | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller | Collector(s): John W. Mueller",63,155.6746636,"Belle Fourche River",9,"Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Bag seine 4' x 25' with 3/16""mesh | Ba","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): Gordon P. Edwards Jr., K. P. McKoy, A. Nikirk, N. Walruth | Collector(s): Gordon P. Edwards Jr., K. P. McKoy, A. Nikirk, N. Walruth | Collector(s): Gordon P. Edwards Jr., K. P. McKoy, A. Nikirk, N. Walruth | Collector(s): Gordon P. Edwards",155.6746636
"378","Belt Creek",7,"0 | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa",62,82.76930672,"Belt Creek",7,"0 | Other | Other","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Schmetterling, Clark, Elam, Jensen, Ashton | Schmetterling, Clark, Elam, Jensen, Ashton",82.82338569
"379","Belle Fourche River",5,"Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton",61,69.43778744,"Belle Fourche River",8,"Bag Seine | Bag Seine | 0","Wyoming Game & Fish Dept","Nikirk | Nikirk | 0",69.43778744
"380","Belle Fourche River",6,"| | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",60,124.9873271,"Belle Fourche River",8,"Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" me","Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili","Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig, K. P. McKoy | Collector(s): Gordon P. Edwards Jr., A. P. Lickteig,",126.959608
"381","Blacks Fork",6,"| |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department",59,325.7016299,"Blacks Fork",7,"0 | 0","Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished","0 | 0",325.7016299
"382","Blacks Fork",6,"0 | 0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | 0 | 0 | Gelwicks | Gelwicks",58,332.8701537,"Blacks Fork",8,"0 | 0","Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished","0 | 0",332.8701537
"383","Blacks Fork",6,"0 | 0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | 0 | 0 | Gelwicks | Gelwicks",57,329.7635089,"Blacks Fork",8,"0 | 0 | 0 | 0","Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished | Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept","0 | 0 | 0 | 0",329.7635089
"384","Bighorn River",10,"| | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden",56,1954.616939,"Bighorn River",7,"Trawls | Trawls | Trawls | Trawls | Trawls | Trawls | Trawls","Wyoming Game & Fish Dept","JAS | JAS | JAS | JAS | JAS | JAS | JAS",1954.637377
"385","Bighorn River",10,"| | | | | | | | 0","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden | Collector(s): Pete Hayden",55,1964.771645,"Bighorn River",7,"Trawls | Trawls | Trawls | Trawls | Trawls | Trawls | Trawls | Trawls","Wyoming Game & Fish Dept","JAS | JAS | JAS | JAS | JAS | JAS | JAS | JAS",1955.158766
"386","Bitter Creek",7,"0","WGFD(Gelwicks)","Gelwicks",54,75.93469998,"Bitter Creek",6,"0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks)","0 | Gelwicks",76.03575806
"387","Bitter Creek",8,"| | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter",53,75.54740451,"Bitter Creek",6,"0 | 0 | 0 | 0","Wyoming Game & Fish Dept | WGFD(Gelwicks) | WGFD(Gelwicks)","0 | 0 | Gelwicks | Gelwicks",75.54740451
"388","Bighorn River",8,"Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine |","Wyoming Game & Fish Dept","Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al.",52,1444.229195,"Bighorn River",9,"Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Motorized watercraft & fixed electrodes | Mo","Wyoming Game & Fish Dept","S. Hochhalter J. Peterson S. Clancy | S. Hochhalter J. Peterson S. Clancy | S. Hochhalter J. Peterson S. Clancy | S. Hochhalter J. Peterson S. Clancy | S. Hochhalter J. Peterson S. Clancy | S. Hochhalter J. Peterson S. Clancy | S. Hochhalter J. Peterson",1444.229195
"389","Bighorn River",8,"Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine |","Wyoming Game & Fish Dept","Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al.",51,1774.878872,"Bighorn River",4,"Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | TL | Trammel net | TL | Trammel net | 0","Wyoming Game & Fish Dept","SH AS J. Hobbs | SH AS J. Hobbs | SH AS J. Hobbs | SH AS J. Hobbs | SH AS J. Hobbs | SH AS J. Hobbs | SH AS J. Hobbs | SH AS J. Hobbs | SH AS J. Hobbs | 0",1774.878872
"390","Bighorn River",8,"Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | 0","Wyoming Game & Fish Dept","Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | Welker et al. | 0",50,1946.002077,"Bighorn River",4,"Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | 0","Wyoming Game & Fish Dept","JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | JCB ES CS | 0",1946.002077
"391","Bighorn River",9,"EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG | EG","Wyoming Game & Fish Dept","MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | MW HJ ?W | M",49,1442.993661,"Bighorn River",5,"Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | Trammel net | 0","Wyoming Game & Fish Dept","SH MS AS | SH MS AS | SH MS AS | SH MS AS | SH MS AS | SH MS AS | SH MS AS | SH MS AS | SH MS AS | SH MS AS | SH MS AS | SH MS AS | 0",1442.993661
"392","Bighorn River",6,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","| | | | |",48,3984.649094,"Bighorn River",10,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski | Olszewski, Ruggles, Radonski",3984.649094
"393","Arrow Creek",7,"Seine | Seine | Seine | Seine | Seine | Seine | Seine | 0","Montana Fish, Wildlife & Parks | MT Natural Heritage Program","Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | Frank, Theresa | FWP Personnel",47,22.23152846,"Arrow Creek",8,"Unknown | Unknown | Unknown","Montana Fish, Wildlife & Parks","Allison Stringer | Allison Stringer | Allison Stringer",22.23152846
"394","Antelope Creek",5,"Bag Seine | Bag Seine | Bag Seine","Wyoming Game & Fish Dept","CB | CB | CB",46,37.90202741,"Antelope Creek",8,"Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine","Wyoming Game & Fish Dept","Nikirk | Nikirk | Nikirk | Nikirk | Nikirk | Nikirk | Nikirk | Nikirk",37.82206307
"395","12345 FID00756398 Missouri River",9,"0 | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking with boom | Boat shocking wi","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown, | Unknown,",45,4665.756357,"12345 FID00756398 Missouri River",8,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom","Montana Fish, Wildlife & Parks","BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK | BECKMAN/GRISAK",4665.756357
"396","Beaver Creek",7,"Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking | Backpack shocking | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher | Backpack Electrofisher","Montana Fish, Wildlife & Parks | Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | Tews, Anne | | | |",44,2.78390404,"Beaver Creek",6,"Backpack shocking | Backpack shocking | Backpack shocking","Montana Fish, Wildlife & Parks","Tews, Anne | Tews, Anne | Tews, Anne",2.78390404
"397","Beaver Creek",7,"Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpa","Wyoming Game & Fish Dept","WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WELKER | WE",43,19.89261258,"Beaver Creek",8,"Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpa","Wyoming Game & Fish Dept","D. Miller | D. Miller | D. Miller | D. Miller | D. Miller | D. Miller | D. Miller | D. Miller | D. Miller | D. Miller | D. Miller | D. Miller | 0",19.89261258
"398","Beaver Creek",8,"| | | | | |","Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers","Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Coll",42,10.59515945,"Beaver Creek",6,"NA | NA | NA | NA","Wyoming Game & Fish Dept","SF | SF | SF | SF",10.59515945
"399","Bear Creek",0,"E/S","Kirk 2020","Patton 1998",41,20.86264745,"Bear Creek",0,"E","Kirk 2020","Moan et al. 2011",20.86264745
"400","Yellowstone River",10,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","| |",40,11952.07782,"Yellowstone River",7,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","Olszewski, Radonski, Beau (Intern) | Olszewski, Radonski, Beau (Intern) | Olszewski, Radonski, Beau (Intern) | Olszewski, Radonski, Beau (Intern)",11952.07782
"401","Yellowstone River",10,"0 | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | Hergenrider, Swedberg | Hergenrider, Swedberg | Hergenrider, Price, Swedberg | Hergenrider, Price, Swedberg | Hergenrider, Swedberg",39,11846.89667,"Yellowstone River",7,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","Radonski, Ostovar | Radonski, Ostovar | Radonski, Ostovar | Radonski, Ostovar",11846.89667
"402","Yellowstone River",10,"0 | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","0 | | |",38,11951.26632,"Yellowstone River",7,"| | | |","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data","| | | |",11951.26632
"403","Yellowstone River",10,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom","Montana Fish, Wildlife & Parks","| | | | | | | | | | | | | | | | | |",37,11997.01439,"Yellowstone River",7,"| | | |","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data","| | | |",15996.63151
"404","Yellowstone River",10,"Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing","Montana Fish, Wildlife & Parks","Frazer, Ken | Frazer, Ken | Frazer, Ken | Frazer, Ken | Frazer, Ken",36,11997.05231,"Yellowstone River",8,"| |","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data","| |",11997.01439
"405","Yellowstone River",10,"Trammel nets | Seine | Seine | Trammel nets | Trammel nets | Trammel nets","Montana Fish, Wildlife & Parks","Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic",35,16110.7298,"Yellowstone River",10,"| | |","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data","| | |",16110.7298
"406","Yellowstone River",10,"Gill netting | | Trammel nets | Gill netting | Gill netting | Trammel nets | Gill netting | Trammel nets | Gill netting | Gill netting | Gill netting | Gill netting | Trammel nets | Trammel nets | Trammel nets | Gill netting | Trammel nets | Gill netting","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Montana Fish, Wildlife & Parks","| | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, B",34,16112.31938,"Yellowstone River",8,"Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes | Jet Boat- Boom anodes","Montana Fish, Wildlife & Parks","| | | | | | |",16112.31938
"407","Yellowstone River",9,"Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine","Montana Fish, Wildlife & Parks","Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic",33,15996.63732,"Yellowstone River",8,"Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown | Unknown","Montana Fish, Wildlife & Parks","Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike | Backes, Mike",15996.63732
"408","Yellowstone River",9,"Trawl | Trawl | Trawl","Montana Fish, Wildlife & Parks","Gardner, Bill | Gardner, Bill | Gardner, Bill",32,16108.50645,"Yellowstone River",7,"Fyke | Fyke | Fyke | Fyke","Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species data","| | |",16108.50645
"409","Yellowstone River",8,"Trammel nets | Trammel nets | Trammel nets | Trammel nets | Trammel nets | Seine | Seine | Seine | Trammel nets | Trammel nets | Seine | Trammel nets | Seine | Seine | Trammel nets | Trammel nets | Trammel nets | Gill netting | Trammel nets | Trammel net","Montana Fish, Wildlife & Parks","Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill | Gardner, Bill",31,16016.63874,"Yellowstone River",8,"Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing | Electrofishing","Montana Fish, Wildlife & Parks","Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic | Riggs, Vic",16016.63874
